account_id,is_mule_account
ACC-000750,False
ACC-001181,False
ACC-000375,False
ACC-000470,False
ACC-000883,False
ACC-001182,False
ACC-000688,False
ACC-000033,True
ACC-001011,False
ACC-001176,False
ACC-000195,True
ACC-001106,False
ACC-001114,False
ACC-001064,False
ACC-000504,False
ACC-000916,False
ACC-000977,False
ACC-001183,False
ACC-001088,False
ACC-000801,False
ACC-000580,False
ACC-000161,True
ACC-000681,False
ACC-001198,False
ACC-000163,True
ACC-000822,False
ACC-000706,False
ACC-001009,False
ACC-000878,False
ACC-000896,False
ACC-000914,False
ACC-001199,False
ACC-000153,True
ACC-000979,False
ACC-001003,False
ACC-000510,False
ACC-000112,True
ACC-000227,False
ACC-000986,False
ACC-000852,False
ACC-000104,True
ACC-000422,False
ACC-000420,False
ACC-000625,False
ACC-000587,False
ACC-001061,False
ACC-000920,False
ACC-000673,False
ACC-000120,True
ACC-000054,True
ACC-000152,True
ACC-000404,False
ACC-001189,False
ACC-000208,True
ACC-001135,False
ACC-000659,False
ACC-001097,False
ACC-000233,False
ACC-000009,True
ACC-000160,True
ACC-000037,True
ACC-000453,False
ACC-000652,False
ACC-000254,False
ACC-000304,False
ACC-000897,False
ACC-001049,False
ACC-000881,False
ACC-000572,False
ACC-000624,False
ACC-001145,False
ACC-001031,False
ACC-001146,False
ACC-000263,False
ACC-000611,False
ACC-000298,False
ACC-000990,False
ACC-000415,False
ACC-000151,True
ACC-000946,False
ACC-000473,False
ACC-000953,False
ACC-000988,False
ACC-000779,False
ACC-000641,False
ACC-001190,False
ACC-001143,False
ACC-000551,False
ACC-000640,False
ACC-000936,False
ACC-000929,False
ACC-000489,False
ACC-000820,False
ACC-000711,False
ACC-001081,False
ACC-000148,True
ACC-000147,True
ACC-001175,False
ACC-000963,False
ACC-000346,False
ACC-000403,False
ACC-000932,False
ACC-000955,False
ACC-001125,False
ACC-000660,False
ACC-000464,False
ACC-000187,True
ACC-000609,False
ACC-000144,True
ACC-000752,False
ACC-000982,False
ACC-000198,True
ACC-000884,False
ACC-000280,False
ACC-000294,False
ACC-001089,False
ACC-000401,False
ACC-000123,True
ACC-000203,True
ACC-000836,False
ACC-000247,False
ACC-001140,False
ACC-000385,False
ACC-000855,False
ACC-000220,False
ACC-000642,False
ACC-000002,True
ACC-000113,True
ACC-000699,False
ACC-000952,False
ACC-001079,False
ACC-000442,False
ACC-000664,False
ACC-001197,False
ACC-000318,False
ACC-000649,False
ACC-000710,False
ACC-000973,False
ACC-000628,False
ACC-000633,False
ACC-001172,False
ACC-001107,False
ACC-000796,False
ACC-000646,False
ACC-001013,False
ACC-000557,False
ACC-000682,False
ACC-000578,False
ACC-000525,False
ACC-001060,False
ACC-000541,False
ACC-000749,False
ACC-001110,False
ACC-000485,False
ACC-000096,True
ACC-001021,False
ACC-000564,False
ACC-000743,False
ACC-000864,False
ACC-000892,False
ACC-001039,False
ACC-000207,True
ACC-000393,False
ACC-000795,False
ACC-000871,False
ACC-000398,False
ACC-000767,False
ACC-001100,False
ACC-001029,False
ACC-000643,False
ACC-000613,False
ACC-000961,False
ACC-000726,False
ACC-000684,False
ACC-000099,True
ACC-000805,False
ACC-000407,False
ACC-000503,False
ACC-001072,False
ACC-001057,False
ACC-000930,False
ACC-000780,False
ACC-000201,True
ACC-000135,True
ACC-001052,False
ACC-000041,True
ACC-001018,False
ACC-000231,False
ACC-000379,False
ACC-000289,False
ACC-000419,False
ACC-000392,False
ACC-000593,False
ACC-001087,False
ACC-000648,False
ACC-000521,False
ACC-000065,True
ACC-000015,True
ACC-001065,False
ACC-000493,False
ACC-000380,False
ACC-000188,True
ACC-000764,False
ACC-000217,False
ACC-000792,False
ACC-001077,False
ACC-000879,False
ACC-000338,False
ACC-000720,False
ACC-000296,False
ACC-001017,False
ACC-000456,False
ACC-000816,False
ACC-000270,False
ACC-000996,False
ACC-000202,True
ACC-000162,True
ACC-000730,False
ACC-000402,False
ACC-000703,False
ACC-001130,False
ACC-000566,False
ACC-001022,False
ACC-001026,False
ACC-001105,False
ACC-000206,True
ACC-000035,True
ACC-000776,False
ACC-000509,False
ACC-001184,False
ACC-000092,True
ACC-000898,False
ACC-000565,False
ACC-000777,False
ACC-000242,False
ACC-000014,True
ACC-000316,False
ACC-000601,False
ACC-000388,False
ACC-000167,True
ACC-000841,False
ACC-000021,True
ACC-000647,False
ACC-001155,False
ACC-000832,False
ACC-000563,False
ACC-001171,False
ACC-000687,False
ACC-000958,False
ACC-000190,True
ACC-000976,False
ACC-000700,False
ACC-000511,False
ACC-001083,False
ACC-000475,False
ACC-000857,False
ACC-000748,False
ACC-000253,False
ACC-000022,True
ACC-000460,False
ACC-000277,False
ACC-000956,False
ACC-000386,False
ACC-000806,False
ACC-000344,False
ACC-000770,False
ACC-000131,True
ACC-000872,False
ACC-001124,False
ACC-000088,True
ACC-000331,False
ACC-000467,False
ACC-000122,True
ACC-001045,False
ACC-001096,False
ACC-001131,False
ACC-000861,False
ACC-001127,False
